;user_id;neurotizismus;extraversion;offenheit;vertraeglichkeit;gewissenhaftigkeit
28;5583efa17a68616fe90203bd;2,11111111111111;3,83333333333333;3,94444444444444;3,27777777777778;3,41666666666667
29;5583f01d7a68616fe9021c9a;1,75;3,86111111111111;3,47222222222222;3,41666666666667;3,83333333333333
30;5583f0457a68616fe90223ab;2,33333333333333;3,19444444444444;3,75;3,75;3,86111111111111
31;5583f0e37a68616fe90244ae;3,19444444444444;3,27777777777778;3,72222222222222;3,55555555555556;3,47222222222222
32;55f6927d9f168a4028000001;2,44444444444444;3,0;3,63888888888889;3,41666666666667;3,94444444444444
33;56160cc69f168a6acc000069;2,08333333333333;3,72222222222222;3,27777777777778;3,27777777777778;3,88888888888889
34;563253339f168a735f000000;2,75;3,38888888888889;3,83333333333333;3,77777777777778;3,61111111111111
35;5633308f9f168a5af700003c;3,30555555555556;3,16666666666667;4,25;3,80555555555556;3,88888888888889
36;564348849f168a3d720001c9;2,72222222222222;4,13888888888889;4,0;3,75;3,22222222222222
37;565f0fce9f168a392300022b;2,66666666666667;4,05555555555556;2,91666666666667;3,66666666666667;4,25
38;567e95119f168a4826000000;3,0;3,66666666666667;4,08333333333333;4,38888888888889;3,72222222222222
39;568683df9f168a3186000202;3,27777777777778;3,44444444444444;4,30555555555556;3,91666666666667;4,13888888888889
40;56ba1b8d9f168a1cf900004f;3,41666666666667;3,30555555555556;3,86111111111111;4,11111111111111;3,0
41;56e5395c9f168a1ac500020c;2,88888888888889;2,97222222222222;3,86111111111111;3,58333333333333;3,83333333333333
42;56e6aee29f168a5154000004;1,69444444444444;2,91666666666667;4,0;3,69444444444444;3,66666666666667
43;57ed759005b8c528afcb85ca;2,52777777777778;3,61111111111111;3,63888888888889;3,80555555555556;3,63888888888889
44;57f0f77505b8c5016066c9b0;2,30555555555556;3,16666666666667;3,38888888888889;3,97222222222222;4,41666666666667
45;5827136a05b8c50b38c2ed32;2,27777777777778;3,16666666666667;3,19444444444444;4,05555555555556;3,94444444444444
46;5861110a05b8c56bfc398133;2,61111111111111;3,83333333333333;3,83333333333333;3,58333333333333;3,80555555555556
47;587fa45805b8c51c4e0b17aa;3,58333333333333;3,75;4,61111111111111;3,58333333333333;4,52777777777778
48;58948e0c05b8c55c6a1aa3f9;2,13888888888889;4,27777777777778;3,72222222222222;3,66666666666667;4,47222222222222
49;58984d4705b8c55356f55473;2,02777777777778;3,36111111111111;3,0;3,69444444444444;3,72222222222222
50;58a159c305b8c534c2dd096a;2,69444444444444;3,52777777777778;3,91666666666667;2,77777777777778;3,88888888888889
51;58b961e205b8c538fcee1e96;3,66666666666667;3,38888888888889;3,47222222222222;3,33333333333333;2,77777777777778
52;58c7d1c705b8c563d31d0079;2,27777777777778;3,38888888888889;3,52777777777778;3,5;3,61111111111111
53;59120ea105b8c54573ea7a60;1,77777777777778;2,88888888888889;4,05555555555556;3,61111111111111;2,66666666666667
54;591304cc05b8c55e9a2995b0;2,38888888888889;3,72222222222222;4,16666666666667;4,02777777777778;4,55555555555556
55;595de52105b8c51c4f2fc5a6;1,91666666666667;4,55555555555556;3,63888888888889;3,47222222222222;4,05555555555556
56;5989f7e505b8c54a15080be9;2,41666666666667;3,02777777777778;3,72222222222222;3,16666666666667;3,91666666666667
57;5990ab9005b8c50292f69e32;1,97222222222222;3,36111111111111;2,72222222222222;2,72222222222222;4,25
58;59c4d24c05b8c5325e224c45;3,16666666666667;2,58333333333333;3,66666666666667;3,25;2,75
59;59cb8d7d05b8c55661b1207e;2,91666666666667;3,61111111111111;3,77777777777778;3,63888888888889;3,36111111111111
60;5a0ee8a005b8c5141aa471f1;2,27777777777778;3,36111111111111;3,83333333333333;3,5;3,55555555555556
61;5a105ca005b8c5737e894ada;3,41666666666667;2,91666666666667;2,91666666666667;3,30555555555556;3,38888888888889
62;5a1686fa05b8c5074c49c26a;1,91666666666667;3,63888888888889;2,80555555555556;3,69444444444444;3,69444444444444
63;5a1fc3c405b8c5066b5c58e0;2,0;3,0;4,16666666666667;3,52777777777778;3,44444444444444
64;5a2bee1105b8c51a9e0db0f4;2,13888888888889;3,5;3,47222222222222;3,22222222222222;3,80555555555556
65;5a2e637305b8c505c2fa8df9;2,80555555555556;3,13888888888889;3,16666666666667;3,08333333333333;2,86111111111111
66;5a5a871105b8c553e9ce83af;2,66666666666667;3,33333333333333;3,36111111111111;3,58333333333333;3,55555555555556
67;5a5bb13505b8c55957109d50;1,97222222222222;4,16666666666667;3,80555555555556;3,55555555555556;3,66666666666667
68;5a92be9005b8c53cf6a4a031;1,66666666666667;4,02777777777778;3,91666666666667;4,16666666666667;3,61111111111111
69;5a942e9405b8c527e79ec10d;2,5;3,08333333333333;4,05555555555556;3,36111111111111;3,36111111111111
70;5a97e78605b8c56d80e978cb;3,08333333333333;3,69444444444444;4,63888888888889;3,88888888888889;3,33333333333333
71;5aa656fb05b8c53eefd5f825;1,69444444444444;3,91666666666667;3,22222222222222;3,63888888888889;4,11111111111111
72;5aa6770005b8c50b621ca4e9;3,11111111111111;3,86111111111111;3,41666666666667;3,97222222222222;3,88888888888889
73;5acc836e05b8c5369b906ba8;3,66666666666667;3,69444444444444;2,94444444444444;4,08333333333333;3,69444444444444
74;5b0b11ce05b8c5308a2d326a;3,11111111111111;2,94444444444444;3,77777777777778;2,83333333333333;3,16666666666667
75;5b0c11d805b8c5626de95930;2,69444444444444;2,86111111111111;3,97222222222222;3,19444444444444;4,72222222222222
76;5b0ce6f205b8c53f8ddfddaa;3,61111111111111;3,38888888888889;3,69444444444444;3,25;3,86111111111111
77;5b1acdbb05b8c537f205643e;2,55555555555556;3,33333333333333;2,83333333333333;3,52777777777778;2,11111111111111
78;5b23619805b8c55dd2940867;3,08333333333333;3,47222222222222;3,61111111111111;3,33333333333333;3,75
79;5b3268ef05b8c546ff365c86;2,86111111111111;3,27777777777778;3,41666666666667;3,16666666666667;3,36111111111111
80;5b4841a505b8c54620301b7c;3,16666666666667;2,77777777777778;4,16666666666667;3,94444444444444;3,77777777777778
81;5b4f14b705b8c50340a5fe96;2,19444444444444;3,94444444444444;3,05555555555556;2,80555555555556;3,38888888888889
82;5b5f36d005b8c55a9bdaa2bb;1,97222222222222;3,86111111111111;3,25;3,02777777777778;3,69444444444444
83;5b72c18605b8c536825d3419;3,94444444444444;3,27777777777778;4,27777777777778;3,66666666666667;3,36111111111111
84;5b8e56e605b8c504e037bbe2;2,02777777777778;4,19444444444444;3,77777777777778;3,22222222222222;3,38888888888889
85;5baa6dc405b8c52c8e4e11e9;2,47222222222222;3,36111111111111;3,47222222222222;3,41666666666667;3,72222222222222
86;5bb7bc3905b8c529854dbcde;1,88888888888889;3,66666666666667;2,83333333333333;3,75;3,94444444444444
87;5bc5c12605b8c53b4ff746a3;3,30555555555556;3,02777777777778;3,5;3,55555555555556;4,30555555555556
88;5bc7374c05b8c50241f26bd7;2,94444444444444;2,94444444444444;3,25;3,47222222222222;4,41666666666667
89;5bcc5e8105b8c565b7a2f42f;2,52777777777778;3,66666666666667;3,25;3,25;3,77777777777778
90;5bcd5d3505b8c50f6399e2e3;1,69444444444444;3,80555555555556;3,47222222222222;3,30555555555556;4,22222222222222
91;5bd1585805b8c52a505eadf7;3,22222222222222;3,19444444444444;3,5;3,91666666666667;4,19444444444444
92;5bd1ddd405b8c52a505ebdd4;2,36111111111111;3,97222222222222;4,0;3,41666666666667;3,97222222222222
93;5bd2d46105b8c53cb892ba10;2,69444444444444;2,94444444444444;2,97222222222222;3,16666666666667;4,33333333333333
94;5bd5fa2305b8c5297ee3667b;2,16666666666667;3,38888888888889;3,44444444444444;3,55555555555556;3,47222222222222
95;5bd6c93c05b8c53192dc8883;3,47222222222222;2,75;4,44444444444444;4,25;4,47222222222222
96;5bd7505c05b8c53192dc904e;1,61111111111111;4,05555555555556;3,66666666666667;3,27777777777778;4,30555555555556
97;5bdd5c9c05b8c56b3efd9326;2,63888888888889;3,83333333333333;4,22222222222222;3,55555555555556;3,63888888888889
98;5bdd5d3205b8c56b3efd9329;1,77777777777778;3,80555555555556;3,33333333333333;3,36111111111111;3,94444444444444
99;5bdd93c805b8c56b3efd9599;2,80555555555556;3,86111111111111;4,33333333333333;3,36111111111111;3,83333333333333
100;5bdebc5d05b8c518b4d50932;2,30555555555556;2,5;3,55555555555556;3,5;2,44444444444444
101;5be03e2f05b8c53f5ff7154c;2,38888888888889;3,5;3,16666666666667;2,61111111111111;4,36111111111111
102;5be4a60905b8c578639e3f56;2,33333333333333;3,30555555555556;2,77777777777778;3,16666666666667;3,36111111111111
103;5be5d91f05b8c568fad493f7;2,44444444444444;3,11111111111111;3,63888888888889;3,61111111111111;3,22222222222222
104;5be888f205b8c57fe92ba9dc;2,38888888888889;3,66666666666667;3,47222222222222;3,36111111111111;4,13888888888889
105;5beb48fb05b8c54e70a868e5;2,47222222222222;3,72222222222222;4,11111111111111;3,5;4,38888888888889
106;5bee8eea05b8c56863fca3ff;2,41666666666667;3,75;3,83333333333333;2,94444444444444;4,33333333333333
107;5c1c8d739fdb053328587e72;2,66666666666667;3,83333333333333;3,83333333333333;3,0;4,02777777777778
108;5c3dc4699fdb0561021595df;3,0;4,02777777777778;3,02777777777778;3,44444444444444;3,5
109;5c439e0c9fdb053dedcfcf2b;2,77777777777778;3,27777777777778;3,88888888888889;2,91666666666667;3,16666666666667
110;5c486dd79fdb0503184fc4b3;2,22222222222222;4,66666666666667;3,88888888888889;1,77777777777778;2,77777777777778
111;5c4f30ff9fdb0501ec3af6c1;1,97222222222222;3,77777777777778;3,02777777777778;3,61111111111111;4,22222222222222
112;5c4f31019fdb0501ec3af6c8;1,27777777777778;4,19444444444444;3,47222222222222;3,80555555555556;4,83333333333333
113;5c4f31029fdb0501ec3af6cc;2,38888888888889;3,38888888888889;2,69444444444444;3,05555555555556;3,58333333333333
114;5c4f31039fdb0501ec3af6d0;2,63888888888889;3,41666666666667;3,19444444444444;3,5;3,41666666666667
115;5c6a57e89fdb0539ddb1806b;1,5;3,30555555555556;3,63888888888889;3,11111111111111;4,05555555555556
116;5c6d59209fdb052bd4e50fd1;3,41666666666667;3,05555555555556;4,02777777777778;3,27777777777778;3,16666666666667
117;5c6e7fa29fdb052302c38e58;3,38888888888889;4,13888888888889;3,36111111111111;3,55555555555556;3,47222222222222
118;5c6fdb449fdb05080adafd49;3,66666666666667;3,47222222222222;3,86111111111111;3,61111111111111;3,83333333333333
119;5c713fc89fdb054f664bb86f;2,44444444444444;3,47222222222222;2,97222222222222;3,97222222222222;4,22222222222222
120;5c75a4b09fdb053414aa71e1;3,44444444444444;4,44444444444444;4,69444444444444;3,61111111111111;2,75
121;5c76344e9fdb054ecf545000;1,47222222222222;3,94444444444444;3,08333333333333;3,52777777777778;3,91666666666667
122;5c769a849fdb05277034bd06;2,75;3,36111111111111;3,44444444444444;4,25;3,47222222222222
123;5c769d2e9fdb05277034bd62;3,47222222222222;2,77777777777778;3,19444444444444;2,91666666666667;3,36111111111111
124;5c76a5589fdb05277034bd96;2,55555555555556;3,91666666666667;4,22222222222222;2,97222222222222;3,97222222222222
125;5c76a8fa9fdb05277034bdf3;2,72222222222222;4,08333333333333;4,13888888888889;3,30555555555556;3,58333333333333
126;5c76a9339fdb05277034bdf6;2,66666666666667;3,41666666666667;3,55555555555556;2,94444444444444;3,52777777777778
127;5c76bcc39fdb05277034beef;3,19444444444444;3,19444444444444;3,36111111111111;3,5;3,61111111111111
128;5c77a4e99fdb055ae884b3fd;4,16666666666667;3,27777777777778;4,25;3,72222222222222;4,05555555555556
129;5c77e2489fdb0505891cc9c7;1,86111111111111;3,77777777777778;3,38888888888889;3,13888888888889;3,58333333333333
130;5c791f009fdb0576d57ea8d1;2,16666666666667;3,66666666666667;3,05555555555556;3,5;4,55555555555556
131;5c7941e79fdb0576d57ea994;1,63888888888889;4,02777777777778;3,41666666666667;3,02777777777778;3,38888888888889
132;5c7aa8029fdb0535ce0291ff;3,69444444444444;2,25;2,88888888888889;3,52777777777778;3,05555555555556
133;5c7cbb9f9fdb055f1d9674b6;1,69444444444444;3,08333333333333;3,02777777777778;3,13888888888889;4,02777777777778
134;5c7cdea19fdb055f1d967599;2,33333333333333;3,88888888888889;3,69444444444444;3,47222222222222;3,30555555555556
135;5c7d0faa9fdb055f1d9677e3;3,19444444444444;2,83333333333333;2,80555555555556;3,33333333333333;3,30555555555556
136;5c7d19b79fdb055f1d96799e;3,16666666666667;3,97222222222222;4,41666666666667;3,52777777777778;3,25
137;5c7d240b9fdb055f1d967c84;3,16666666666667;3,88888888888889;4,08333333333333;3,22222222222222;3,41666666666667
138;5c7d2bb69fdb055f1d967da8;2,97222222222222;3,52777777777778;3,61111111111111;3,36111111111111;3,63888888888889
139;5c7d337e9fdb055f1d967ee0;2,66666666666667;3,63888888888889;3,47222222222222;3,44444444444444;4,0
140;5c7e437f9fdb051e4da4d9b1;3,0;3,22222222222222;3,41666666666667;3,25;3,91666666666667
141;5c7e482e9fdb051e4da4d9da;2,55555555555556;3,11111111111111;3,61111111111111;3,88888888888889;3,77777777777778
142;5c7e95e19fdb051e4da4dd69;3,19444444444444;2,58333333333333;3,38888888888889;3,55555555555556;3,80555555555556
143;5c7e9d4e9fdb051e4da4ddbd;2,36111111111111;3,05555555555556;3,44444444444444;3,25;3,44444444444444
144;5c8004649fdb055d42a66d1a;1,27777777777778;3,80555555555556;3,97222222222222;4,05555555555556;3,75
145;5c82b2629fdb0557cbeea044;2,55555555555556;4,02777777777778;4,16666666666667;3,94444444444444;4,30555555555556
146;5c83c86c9fdb057d6b5d18c8;2,25;3,5;3,44444444444444;4,02777777777778;4,44444444444444
147;5c852f559fdb051885d0f1d9;3,19444444444444;3,88888888888889;3,66666666666667;3,66666666666667;3,80555555555556
148;5c862d189fdb0562bc92a760;2,30555555555556;3,19444444444444;3,22222222222222;3,22222222222222;3,52777777777778
149;5c86a85a9fdb051fc6cf05ef;2,88888888888889;2,72222222222222;3,13888888888889;3,47222222222222;3,75
150;5c87a1619fdb052788f2b0aa;2,05555555555556;3,36111111111111;3,83333333333333;4,41666666666667;4,97222222222222
151;5c880e769fdb052788f2b6ad;2,91666666666667;2,69444444444444;3,11111111111111;3,80555555555556;4,02777777777778
152;5c887a5d9fdb052788f2b908;2,69444444444444;4,05555555555556;3,58333333333333;2,72222222222222;3,44444444444444
153;5c88b02a9fdb057ad3349053;2,66666666666667;4,13888888888889;4,61111111111111;4,11111111111111;3,63888888888889
154;5c88ff939fdb05067a683d6b;1,77777777777778;4,08333333333333;4,19444444444444;3,86111111111111;3,94444444444444
155;5c89060e9fdb05067a683fb9;2,66666666666667;3,52777777777778;2,97222222222222;3,16666666666667;3,41666666666667
156;5c8906259fdb05067a683fc4;2,36111111111111;3,02777777777778;2,63888888888889;4,02777777777778;3,69444444444444
157;5c8911869fdb05067a684245;2,44444444444444;3,36111111111111;3,61111111111111;3,55555555555556;3,66666666666667
158;5c8922cc9fdb05067a6842a1;3,25;3,55555555555556;4,25;4,0;4,11111111111111
159;5c89ed4d9fdb05381b3ad825;4,58333333333333;2,94444444444444;4,02777777777778;4,0;3,58333333333333
160;5c8a257f9fdb05381b3ada4f;2,91666666666667;3,83333333333333;3,33333333333333;3,25;3,63888888888889
161;5c8a266b9fdb05381b3ada68;3,52777777777778;3,27777777777778;2,66666666666667;3,16666666666667;3,63888888888889
162;5c8a981b9fdb056797c02dc7;2,58333333333333;3,5;3,33333333333333;3,22222222222222;3,80555555555556
163;5c8b4f009fdb0540f29b7814;2,36111111111111;3,36111111111111;3,22222222222222;3,38888888888889;3,80555555555556
164;5c8b73f49fdb0540f29b7b04;2,52777777777778;3,63888888888889;3,88888888888889;3,69444444444444;3,25
165;5c8b99859fdb0540f29b7d5e;3,52777777777778;1,25;3,27777777777778;3,11111111111111;1,83333333333333
166;5c8cc6049fdb0569eca1c9ec;3,58333333333333;2,72222222222222;4,02777777777778;4,5;3,94444444444444
167;5c8d1d2f9fdb0569eca1d00c;3,72222222222222;2,13888888888889;3,38888888888889;3,02777777777778;3,41666666666667
168;5c9159109fdb054c77715dca;2,22222222222222;4,05555555555556;3,63888888888889;4,13888888888889;4,30555555555556
169;5c9334c09fdb05101b9d47ad;3,58333333333333;3,02777777777778;3,27777777777778;3,22222222222222;4,16666666666667
170;5c9362199fdb05101b9d48d2;2,25;3,77777777777778;3,94444444444444;3,47222222222222;4,27777777777778
171;5c93b8ea9fdb05101b9d4e58;2,80555555555556;3,02777777777778;3,33333333333333;3,61111111111111;3,69444444444444
172;5c9542b09fdb053780122da7;3,11111111111111;3,08333333333333;3,72222222222222;4,30555555555556;4,08333333333333
173;5c9544cb9fdb053780122ddf;2,0;3,63888888888889;3,58333333333333;3,86111111111111;4,19444444444444
174;5c9558a19fdb053780122eaf;2,75;3,75;3,91666666666667;3,88888888888889;3,63888888888889
175;5c9796719fdb050bc3acfe31;2,75;3,30555555555556;3,52777777777778;3,47222222222222;3,27777777777778
176;5c97e33f9fdb050bc3ad00f7;2,52777777777778;3,75;3,41666666666667;3,86111111111111;4,08333333333333
177;5c98763d9fdb05239021eb5d;1,72222222222222;3,66666666666667;3,05555555555556;2,30555555555556;3,88888888888889
178;5c98a27c9fdb05239021ed46;3,30555555555556;2,91666666666667;3,5;4,27777777777778;4,27777777777778
179;5c98af4d9fdb05239021efab;2,66666666666667;3,86111111111111;3,08333333333333;2,72222222222222;3,44444444444444
180;5c98afa99fdb05239021efac;2,86111111111111;3,72222222222222;4,33333333333333;2,83333333333333;4,38888888888889
181;5c98e16e9fdb05239021f420;2,88888888888889;3,44444444444444;3,52777777777778;3,61111111111111;3,69444444444444
182;5c98ef659fdb05239021f67e;1,66666666666667;3,22222222222222;3,66666666666667;3,16666666666667;3,97222222222222
183;5c992d209fdb05239021f7c3;2,47222222222222;4,0;4,0;4,25;3,80555555555556
184;5c9a052a9fdb050adab8aff5;4,13888888888889;2,27777777777778;3,66666666666667;4,02777777777778;3,38888888888889
185;5c9b73b99fdb0575c37bd679;2,41666666666667;3,97222222222222;3,80555555555556;3,36111111111111;3,72222222222222
186;5c9b8cd59fdb0575c37bd920;1,5;4,08333333333333;4,22222222222222;3,94444444444444;4,05555555555556
187;5c9b8cd69fdb0575c37bd924;2,13888888888889;3,36111111111111;2,88888888888889;2,69444444444444;3,22222222222222
188;5c9b8cd79fdb0575c37bd928;2,52777777777778;3,72222222222222;3,25;3,41666666666667;3,75
189;5c9b8cd99fdb0575c37bd930;2,52777777777778;4,55555555555556;3,61111111111111;3,38888888888889;3,55555555555556
190;5c9b8cda9fdb0575c37bd934;1,88888888888889;3,25;3,19444444444444;3,44444444444444;4,13888888888889
191;5c9b8cdb9fdb0575c37bd938;2,47222222222222;4,02777777777778;3,63888888888889;3,38888888888889;4,05555555555556
192;5c9b8cdc9fdb0575c37bd93c;2,41666666666667;3,80555555555556;3,61111111111111;3,22222222222222;3,41666666666667
193;5c9b8cdd9fdb0575c37bd940;2,69444444444444;3,5;3,38888888888889;3,55555555555556;3,83333333333333
194;5c9b8cde9fdb0575c37bd944;2,33333333333333;2,91666666666667;3,22222222222222;3,69444444444444;4,44444444444444
195;5c9b974a9fdb0575c37bd94c;2,02777777777778;3,91666666666667;3,58333333333333;4,02777777777778;2,58333333333333
196;5c9bb4a79fdb0575c37bdbbf;2,38888888888889;3,30555555555556;2,52777777777778;2,88888888888889;3,30555555555556
197;5c9c7cd29fdb051b92f235b6;1,72222222222222;4,05555555555556;3,83333333333333;3,25;4,44444444444444
198;5c9cbbad9fdb051b92f23934;1,47222222222222;4,02777777777778;3,83333333333333;3,97222222222222;4,36111111111111
199;5c9cf6b29fdb051b92f23eb3;3,02777777777778;2,94444444444444;3,36111111111111;3,27777777777778;2,19444444444444
200;5c9cf8559fdb051b92f23f0a;1,52777777777778;3,19444444444444;3,52777777777778;3,77777777777778;3,22222222222222
201;5c9cfb739fdb051b92f23f10;3,11111111111111;3,88888888888889;3,69444444444444;4,38888888888889;4,52777777777778
202;5c9cfbd99fdb051b92f23f16;2,11111111111111;3,86111111111111;3,19444444444444;3,05555555555556;3,33333333333333
203;5c9cfc229fdb051b92f23f1c;2,19444444444444;3,22222222222222;2,77777777777778;3,36111111111111;3,63888888888889
204;5c9cfc8c9fdb051b92f23f22;3,41666666666667;3,86111111111111;4,16666666666667;3,94444444444444;3,94444444444444
205;5c9cfcca9fdb051b92f23f28;2,5;3,88888888888889;3,61111111111111;3,55555555555556;4,30555555555556
206;5c9cfd0d9fdb051b92f23f2e;2,52777777777778;3,11111111111111;2,88888888888889;3,36111111111111;4,02777777777778
207;5c9cfd4a9fdb051b92f23f34;2,80555555555556;3,80555555555556;3,80555555555556;4,16666666666667;4,25
208;5c9cfd829fdb051b92f23f3a;1,91666666666667;3,66666666666667;3,38888888888889;3,22222222222222;3,69444444444444
209;5c9d060c9fdb051b92f23f40;4,38888888888889;2,55555555555556;2,97222222222222;3,5;2,77777777777778
210;5c9d0b709fdb051b92f23fb1;3,25;2,86111111111111;3,77777777777778;3,25;3,25
211;5c9de2cc9fdb0542a2459fc7;2,11111111111111;3,63888888888889;3,36111111111111;3,69444444444444;4,05555555555556
212;5c9e47479fdb0542a245a93f;3,30555555555556;3,58333333333333;4,36111111111111;3,72222222222222;3,52777777777778
213;5ca1cc889fdb0564646d7df0;3,05555555555556;2,91666666666667;2,83333333333333;3,38888888888889;3,47222222222222
214;5ca2139c9fdb0564646d87a9;2,25;3,86111111111111;3,75;2,94444444444444;3,80555555555556
215;5ca218759fdb0564646d87e8;2,5;3,69444444444444;3,75;3,44444444444444;3,0
216;5ca46dea9fdb0524203354e0;2,19444444444444;3,63888888888889;2,91666666666667;2,77777777777778;3,61111111111111
217;5ca4d5259fdb052420335959;1,80555555555556;4,25;2,61111111111111;3,5;4,16666666666667
218;5ca5cffa9fdb0551665bcd5f;2,0;3,52777777777778;3,19444444444444;2,75;3,69444444444444
219;5ca5fcec9fdb0551665bceeb;1,66666666666667;2,91666666666667;3,05555555555556;3,83333333333333;4,58333333333333
220;5ca743729fdb057bfe9f91d2;2,47222222222222;3,44444444444444;3,13888888888889;3,36111111111111;4,02777777777778
221;5ca785369fdb057bfe9f95d3;1,72222222222222;3,66666666666667;3,80555555555556;3,30555555555556;3,72222222222222
222;5ca791d29fdb057bfe9f9737;3,52777777777778;2,97222222222222;3,13888888888889;3,5;3,63888888888889
223;5caa31579fdb052f224daaad;2,61111111111111;3,38888888888889;3,61111111111111;3,75;4,02777777777778
224;5cab21749fdb054d045b75c5;3,27777777777778;2,91666666666667;3,77777777777778;3,72222222222222;3,88888888888889
225;5cabaf799fdb054d045b814a;1,94444444444444;4,05555555555556;4,44444444444444;3,80555555555556;3,69444444444444
226;5cac35a49fdb0575b08758f2;3,47222222222222;3,22222222222222;2,86111111111111;3,66666666666667;3,61111111111111
227;5cac40599fdb0575b087593b;2,19444444444444;3,47222222222222;4,02777777777778;3,08333333333333;4,08333333333333
228;5cac64af9fdb0575b0875d6c;3,63888888888889;3,22222222222222;3,47222222222222;2,91666666666667;3,05555555555556
229;5cac6d6f9fdb0575b0875e06;3,27777777777778;3,16666666666667;3,33333333333333;3,36111111111111;3,11111111111111
230;5cac8ba89fdb0575b08760ec;2,5;2,94444444444444;3,69444444444444;3,5;3,91666666666667
231;5cac93a19fdb0575b0876273;2,61111111111111;3,55555555555556;3,44444444444444;3,08333333333333;3,94444444444444
232;5cacb3279fdb0575b0876369;1,63888888888889;3,36111111111111;2,41666666666667;3,33333333333333;3,94444444444444
233;5cacf2649fdb0575b08765dc;2,47222222222222;2,80555555555556;3,13888888888889;4,27777777777778;3,86111111111111
234;5cadad359fdb05517db4c583;2,30555555555556;4,0;4,19444444444444;4,13888888888889;3,44444444444444
235;5cadda7f9fdb05517db4cbea;3,38888888888889;3,47222222222222;3,55555555555556;2,77777777777778;2,27777777777778
236;5cadf3cb9fdb05517db4cee2;1,77777777777778;4,27777777777778;2,91666666666667;3,30555555555556;4,05555555555556
237;5caed9779fdb057608ca5050;2,33333333333333;3,33333333333333;3,5;3,47222222222222;4,16666666666667
238;5caee77b9fdb057608ca512a;2,5;2,91666666666667;4,25;3,75;3,80555555555556
239;5caf72b09fdb057608ca5c4f;3,36111111111111;2,30555555555556;2,72222222222222;3,91666666666667;3,19444444444444
240;5cb01fbf9fdb051c8e89413f;1,88888888888889;3,88888888888889;4,25;3,38888888888889;4,0
241;5cb0415b9fdb051c8e89423e;3,44444444444444;3,22222222222222;3,44444444444444;3,25;3,72222222222222
