;TargetFeature;InputFeature;BestAlgorithm;R^2;Accuracy
14;strengths_translation_joyCategory;extraversionCategory| 2| 16| 17| 22| 24| 28| 30| 31| 34| 37| 42| 43| 50| 52| 57| 59| 67| 70| 78| 80| 81| 93| 100| 102| 104| 108| 114| 116| 117| 119| 123| 135| 137| 141| 144| 145| registration_age| job_status_employed_parttime| job_status_employed_fulltime| registration_ageKat_30-39| registration_ageKat_50-59| job_position_Fachspezialist/-in| job_position_untere Führungsstufe (z.B. Teamleitung)| job_sector_Erbringung von sonstigen Dienstleistungen| job_sector_Gastgewerbe/Beherbergung und Gastronomie| educational_achievement_Bachelor| educational_achievement_Doktorat, Habilitation| educational_achievement_Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik| human;KNN Classifier, Degree: 3;0,5982142857142857;0,9
15;strengths_translation_fearCategory;4| 17| 22| 24| 29| 30| 31| 33| 42| 52| 55| 56| 57| 59| 64| 80| 91| 100| 105| 135| 136| 138| 141| job_status_employed_fulltime| work_district_ZH| job_sector_Erbringung von sonstigen Dienstleistungen| company_size_49.0| animal| nature;KNN Classifier, Degree: 3;0,2857142857142857;0,8214285714285714
16;strengths_translation_disgustCategory;offenheitCategory| gewissenhaftigkeitCategory| 37| 40| 50| 114| 116| 119| 135| 139| registration_ageKat_30-39| registration_ageKat_50-59| job_position_Fachspezialist/-in;Gaussian Naive Bayes;-0,3392857142857142;0,6666666666666666
17;strengths_translation_angerCategory;37| 40| 50| 76| 81| 102| 103| 107| 116| 120| 125| 135| 136| 138| 139| 144| registration_age| job_status_employed_parttime| job_status_employed_fulltime| registration_ageKat_30-39| registration_ageKat_50-59| job_position_untere Führungsstufe (z.B. Teamleitung)| job_sector_Erbringung von Finanz- und Versicherungsdienstleistungen| educational_achievement_Bachelor| educational_achievement_Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik;KNN Classifier, Degree: 7;0,0625;0,7666666666666667
18;utilization_translation_sentimentCategory;1| 2| 4| 5| 7| 12| 15| 18| 19| 21| 23| 25| 30| 35| 37| 39| 42| 44| 50| 51| 52| 53| 57| 61| 63| 65| 66| 88| 124| 136| job_sector_Gesundheits- und Sozialwesen;SVC (polynomial), Degree: 2;-0,4610389610389607;0,64
19;utilization_translation_sadnessCategory;77| 82| 92| 102| 114| 128| 137| job_position_untere Führungsstufe (z.B. Teamleitung);KNN Classifier, Degree: 1;-0,4285714285714286;0,6428571428571429
20;utilization_translation_joyCategory;registration_ageKat_20-29| company_size_49.0| educational_achievement_Berufliche Grundbildung;KNN Classifier, Degree: 7;-0,3392857142857142;0,6666666666666666
21;utilization_translation_fearCategory;extraversionCategory| 1| 5| 7| 8| 12| 18| 19| 20| 21| 23| 25| 27| 29| 32| 33| 35| 38| 44| 46| 51| 53| 54| 55| 56| 58| 61| 63| 65| 76| 136| 138| 146| job_position_untere Führungsstufe (z.B. Teamleitung);KNN Classifier, Degree: 8;0,1964285714285714;0,8
22;utilization_translation_disgustCategory;8| 10| 11| 13| 20| 27| 29| 32| 33| 41| 46| 48| 54| 55| 56| 62| 75| 81| 93| 100| 101| 107| 135| job_status_edu_parttime| work_district_AG| work_district_LU| job_position_Fachspezialist/-in| job_position_untere Führungsstufe (z.B. Teamleitung)| educational_achievement_Bachelor| educational_achievement_Doktorat, Habilitation;KNN Classifier, Degree: 7;-0,033333333333333215;0,7419354838709677
23;utilization_translation_angerCategory;"6| 41| 60| 62| 114| work_district_GR| job_position_Fachspezialist/-in| job_sector_Erbringung von sonstigen Dienstleistungen| job_sector_Gastgewerbe/Beherbergung und Gastronomie| job_sector_Öffentliche Verwaltung, Verteidigung; Sozialversicherung| educational_achievement_Berufliche Grundbildung";KNN Classifier, Degree: 4;0,07692307692307687;0,7692307692307693
24;story_translation_sentimentCategory;2| 6| 15| 34| 60| 62| 72| 76| 79| 80| 82| 88| 90| 97| 99| 103| 104| 105| 110| 115| 118| 122| 125| 132| 133| 135| 136| 137| job_status_employed_parttime| job_status_employed_fulltime| registration_ageKat_40-49| work_district_AG| company_size_250.0| company_size_9.0| educational_achievement_Doktorat, Habilitation| human;KNN Classifier, Degree: 3;0,024038461538461453;0,7586206896551724
25;story_translation_sadnessCategory;6| 41| 60| 62| 72| 76| 80| 81| 85| 88| 90| 97| 99| 102| 103| 104| 125| 133| 136| 137| job_status_selfemployed| job_sector_Baugewerbe/Bau| educational_achievement_Doktorat, Habilitation| educational_achievement_Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik;SVC (polynomial), Degree: 4;-0,2857142857142858;0,6785714285714286
26;story_translation_joyCategory;gewissenhaftigkeitCategory| 5| 7| 12| 18| 19| 21| 23| 25| 26| 28| 34| 35| 36| 37| 38| 39| 40| 42| 43| 44| 50| 51| 53| 57| 58| 61| 63| 65| 70| 74| 82| 86| 102| 103| 109| 113| 117| 119| 135| registration_ageKat_50-59| company_size_1.0| company_size_250.0| company_size_49.0| educational_achievement_Doktorat, Habilitation| human| nature;SVC (polynomial), Degree: 1;0,0714285714285714;0,7692307692307693
27;story_translation_fearCategory;17| 22| 31| 34| 37| 42| 50| 54| 57| 59| 60| 68| 76| 80| 86| 88| 90| 96| 97| 103| 104| 105| 113| 117| 125| 134| 146| registration_age| job_status_edu_parttime| job_status_employed_parttime| job_status_employed_fulltime| job_status_houskeeping| work_district_AG| work_district_GR| job_position_obere Führungsstufe (z.B. Geschäftsleitung / CEO)| job_sector_Baugewerbe/Bau| company_size_9.0| educational_achievement_Bachelor| educational_achievement_Doktorat, Habilitation| educational_achievement_Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik| educational_achievement_Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom| human| nature;Random Forest Classifier;0,0714285714285714;0,7692307692307693
28;story_translation_disgustCategory;offenheitCategory| 17| 22| 31| 34| 37| 42| 50| 54| 57| 59| 60| 76| 82| 86| 90| 95| 96| 97| 103| 104| 117| 125| 133| registration_age| job_status_edu_parttime| job_status_employed_fulltime| registration_ageKat_20-29| work_district_AG| job_position_Fachspezialist/-in| job_position_Sachbearbeiter/-in| job_sector_Baugewerbe/Bau| company_size_9.0| educational_achievement_Doktorat, Habilitation| nature;KNN Classifier, Degree: 5;-0,02857142857142847;0,75
29;story_translation_angerCategory;6| 41| 60| 62| 76| 80| 90| 95| 96| 97| 105| 117| 124| 125| 132| 133| job_status_employed_fulltime| work_country_DE| work_district_AG| work_district_GR| educational_achievement_Doktorat, Habilitation| educational_achievement_Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik| human| nature;KNN Classifier, Degree: 1;-0,07692307692307687;0,7307692307692307
