;user_id;neurotizismusCategory;extraversionCategory;offenheitCategory;vertraeglichkeitCategory;gewissenhaftigkeitCategory
89;5bcc5e8105b8c565b7a2f42f;0,0;1,0;0,0;0,0;1,0
90;5bcd5d3505b8c50f6399e2e3;0,0;1,0;0,0;0,0;1,0
91;5bd1585805b8c52a505eadf7;1,0;0,0;0,0;1,0;1,0
92;5bd1ddd405b8c52a505ebdd4;0,0;1,0;1,0;0,0;1,0
93;5bd2d46105b8c53cb892ba10;1,0;0,0;0,0;0,0;1,0
94;5bd5fa2305b8c5297ee3667b;0,0;0,0;0,0;1,0;0,0
95;5bd6c93c05b8c53192dc8883;1,0;0,0;1,0;1,0;1,0
96;5bd7505c05b8c53192dc904e;0,0;1,0;1,0;0,0;1,0
97;5bdd5c9c05b8c56b3efd9326;1,0;1,0;1,0;1,0;0,0
98;5bdd5d3205b8c56b3efd9329;0,0;1,0;0,0;0,0;1,0
99;5bdd93c805b8c56b3efd9599;1,0;1,0;1,0;0,0;1,0
100;5bdebc5d05b8c518b4d50932;0,0;0,0;0,0;1,0;0,0
101;5be03e2f05b8c53f5ff7154c;0,0;1,0;0,0;0,0;1,0
102;5be4a60905b8c578639e3f56;0,0;0,0;0,0;0,0;0,0
103;5be5d91f05b8c568fad493f7;0,0;0,0;1,0;1,0;0,0
104;5be888f205b8c57fe92ba9dc;0,0;1,0;0,0;0,0;1,0
105;5beb48fb05b8c54e70a868e5;0,0;1,0;1,0;1,0;1,0
106;5bee8eea05b8c56863fca3ff;0,0;1,0;1,0;0,0;1,0
107;5c1c8d739fdb053328587e72;1,0;1,0;1,0;0,0;1,0
108;5c3dc4699fdb0561021595df;1,0;1,0;0,0;0,0;0,0
109;5c439e0c9fdb053dedcfcf2b;1,0;0,0;1,0;0,0;0,0
110;5c486dd79fdb0503184fc4b3;0,0;1,0;1,0;0,0;0,0
111;5c4f30ff9fdb0501ec3af6c1;0,0;1,0;0,0;1,0;1,0
112;5c4f31019fdb0501ec3af6c8;0,0;1,0;0,0;1,0;1,0
113;5c4f31029fdb0501ec3af6cc;0,0;0,0;0,0;0,0;0,0
114;5c4f31039fdb0501ec3af6d0;1,0;0,0;0,0;1,0;0,0
115;5c6a57e89fdb0539ddb1806b;0,0;0,0;1,0;0,0;1,0
116;5c6d59209fdb052bd4e50fd1;1,0;0,0;1,0;0,0;0,0
117;5c6e7fa29fdb052302c38e58;1,0;1,0;0,0;1,0;0,0
118;5c6fdb449fdb05080adafd49;1,0;1,0;1,0;1,0;1,0
119;5c713fc89fdb054f664bb86f;0,0;1,0;0,0;1,0;1,0
120;5c75a4b09fdb053414aa71e1;1,0;1,0;1,0;1,0;0,0
121;5c76344e9fdb054ecf545000;0,0;1,0;0,0;1,0;1,0
122;5c769a849fdb05277034bd06;1,0;0,0;0,0;1,0;0,0
123;5c769d2e9fdb05277034bd62;1,0;0,0;0,0;0,0;0,0
124;5c76a5589fdb05277034bd96;0,0;1,0;1,0;0,0;1,0
125;5c76a8fa9fdb05277034bdf3;1,0;1,0;1,0;0,0;0,0
126;5c76a9339fdb05277034bdf6;1,0;0,0;0,0;0,0;0,0
127;5c76bcc39fdb05277034beef;1,0;0,0;0,0;1,0;0,0
128;5c77a4e99fdb055ae884b3fd;1,0;0,0;1,0;1,0;1,0
129;5c77e2489fdb0505891cc9c7;0,0;1,0;0,0;0,0;0,0
130;5c791f009fdb0576d57ea8d1;0,0;1,0;0,0;1,0;1,0
131;5c7941e79fdb0576d57ea994;0,0;1,0;0,0;0,0;0,0
132;5c7aa8029fdb0535ce0291ff;1,0;0,0;0,0;1,0;0,0
133;5c7cbb9f9fdb055f1d9674b6;0,0;0,0;0,0;0,0;1,0
134;5c7cdea19fdb055f1d967599;0,0;1,0;1,0;0,0;0,0
135;5c7d0faa9fdb055f1d9677e3;1,0;0,0;0,0;0,0;0,0
136;5c7d19b79fdb055f1d96799e;1,0;1,0;1,0;1,0;0,0
137;5c7d240b9fdb055f1d967c84;1,0;1,0;1,0;0,0;0,0
138;5c7d2bb69fdb055f1d967da8;1,0;1,0;1,0;0,0;0,0
139;5c7d337e9fdb055f1d967ee0;1,0;1,0;0,0;0,0;1,0
140;5c7e437f9fdb051e4da4d9b1;1,0;0,0;0,0;0,0;1,0
141;5c7e482e9fdb051e4da4d9da;0,0;0,0;1,0;1,0;1,0
142;5c7e95e19fdb051e4da4dd69;1,0;0,0;0,0;1,0;1,0
143;5c7e9d4e9fdb051e4da4ddbd;0,0;0,0;0,0;0,0;0,0
144;5c8004649fdb055d42a66d1a;0,0;1,0;1,0;1,0;1,0
145;5c82b2629fdb0557cbeea044;0,0;1,0;1,0;1,0;1,0
146;5c83c86c9fdb057d6b5d18c8;0,0;1,0;0,0;1,0;1,0
147;5c852f559fdb051885d0f1d9;1,0;1,0;1,0;1,0;1,0
148;5c862d189fdb0562bc92a760;0,0;0,0;0,0;0,0;0,0
149;5c86a85a9fdb051fc6cf05ef;1,0;0,0;0,0;0,0;1,0
150;5c87a1619fdb052788f2b0aa;0,0;0,0;1,0;1,0;1,0
151;5c880e769fdb052788f2b6ad;1,0;0,0;0,0;1,0;1,0
152;5c887a5d9fdb052788f2b908;1,0;1,0;1,0;0,0;0,0
153;5c88b02a9fdb057ad3349053;1,0;1,0;1,0;1,0;0,0
154;5c88ff939fdb05067a683d6b;0,0;1,0;1,0;1,0;1,0
155;5c89060e9fdb05067a683fb9;1,0;1,0;0,0;0,0;0,0
156;5c8906259fdb05067a683fc4;0,0;0,0;0,0;1,0;0,0
157;5c8911869fdb05067a684245;0,0;0,0;1,0;1,0;0,0
158;5c8922cc9fdb05067a6842a1;1,0;1,0;1,0;1,0;1,0
159;5c89ed4d9fdb05381b3ad825;1,0;0,0;1,0;1,0;0,0
160;5c8a257f9fdb05381b3ada4f;1,0;1,0;0,0;0,0;0,0
161;5c8a266b9fdb05381b3ada68;1,0;0,0;0,0;0,0;0,0
162;5c8a981b9fdb056797c02dc7;0,0;1,0;0,0;0,0;1,0
163;5c8b4f009fdb0540f29b7814;0,0;0,0;0,0;0,0;1,0
164;5c8b73f49fdb0540f29b7b04;0,0;1,0;1,0;1,0;0,0
165;5c8b99859fdb0540f29b7d5e;1,0;0,0;0,0;0,0;0,0
166;5c8cc6049fdb0569eca1c9ec;1,0;0,0;1,0;1,0;1,0
167;5c8d1d2f9fdb0569eca1d00c;1,0;0,0;0,0;0,0;0,0
168;5c9159109fdb054c77715dca;0,0;1,0;1,0;1,0;1,0
169;5c9334c09fdb05101b9d47ad;1,0;0,0;0,0;0,0;1,0
170;5c9362199fdb05101b9d48d2;0,0;1,0;1,0;0,0;1,0
171;5c93b8ea9fdb05101b9d4e58;1,0;0,0;0,0;1,0;0,0
172;5c9542b09fdb053780122da7;1,0;0,0;1,0;1,0;1,0
173;5c9544cb9fdb053780122ddf;0,0;1,0;1,0;1,0;1,0
174;5c9558a19fdb053780122eaf;1,0;1,0;1,0;1,0;0,0
175;5c9796719fdb050bc3acfe31;1,0;0,0;0,0;0,0;0,0
176;5c97e33f9fdb050bc3ad00f7;0,0;1,0;0,0;1,0;1,0
177;5c98763d9fdb05239021eb5d;0,0;1,0;0,0;0,0;1,0
178;5c98a27c9fdb05239021ed46;1,0;0,0;0,0;1,0;1,0
179;5c98af4d9fdb05239021efab;1,0;1,0;0,0;0,0;0,0
180;5c98afa99fdb05239021efac;1,0;1,0;1,0;0,0;1,0
181;5c98e16e9fdb05239021f420;1,0;1,0;0,0;1,0;0,0
182;5c98ef659fdb05239021f67e;0,0;0,0;1,0;0,0;1,0
183;5c992d209fdb05239021f7c3;0,0;1,0;1,0;1,0;1,0
184;5c9a052a9fdb050adab8aff5;1,0;0,0;1,0;1,0;0,0
185;5c9b73b99fdb0575c37bd679;0,0;1,0;1,0;0,0;0,0
186;5c9b8cd59fdb0575c37bd920;0,0;1,0;1,0;1,0;1,0
187;5c9b8cd69fdb0575c37bd924;0,0;0,0;0,0;0,0;0,0
188;5c9b8cd79fdb0575c37bd928;0,0;1,0;0,0;0,0;1,0
189;5c9b8cd99fdb0575c37bd930;0,0;1,0;1,0;0,0;0,0
190;5c9b8cda9fdb0575c37bd934;0,0;0,0;0,0;0,0;1,0
191;5c9b8cdb9fdb0575c37bd938;0,0;1,0;1,0;0,0;1,0
192;5c9b8cdc9fdb0575c37bd93c;0,0;1,0;1,0;0,0;0,0
193;5c9b8cdd9fdb0575c37bd940;1,0;1,0;0,0;1,0;1,0
194;5c9b8cde9fdb0575c37bd944;0,0;0,0;0,0;1,0;1,0
195;5c9b974a9fdb0575c37bd94c;0,0;1,0;1,0;1,0;0,0
196;5c9bb4a79fdb0575c37bdbbf;0,0;0,0;0,0;0,0;0,0
197;5c9c7cd29fdb051b92f235b6;0,0;1,0;1,0;0,0;1,0
198;5c9cbbad9fdb051b92f23934;0,0;1,0;1,0;1,0;1,0
199;5c9cf6b29fdb051b92f23eb3;1,0;0,0;0,0;0,0;0,0
200;5c9cf8559fdb051b92f23f0a;0,0;0,0;0,0;1,0;0,0
201;5c9cfb739fdb051b92f23f10;1,0;1,0;1,0;1,0;1,0
202;5c9cfbd99fdb051b92f23f16;0,0;1,0;0,0;0,0;0,0
203;5c9cfc229fdb051b92f23f1c;0,0;0,0;0,0;0,0;0,0
204;5c9cfc8c9fdb051b92f23f22;1,0;1,0;1,0;1,0;1,0
205;5c9cfcca9fdb051b92f23f28;0,0;1,0;1,0;1,0;1,0
206;5c9cfd0d9fdb051b92f23f2e;0,0;0,0;0,0;0,0;1,0
207;5c9cfd4a9fdb051b92f23f34;1,0;1,0;1,0;1,0;1,0
208;5c9cfd829fdb051b92f23f3a;0,0;1,0;0,0;0,0;0,0
209;5c9d060c9fdb051b92f23f40;1,0;0,0;0,0;1,0;0,0
210;5c9d0b709fdb051b92f23fb1;1,0;0,0;1,0;0,0;0,0
211;5c9de2cc9fdb0542a2459fc7;0,0;1,0;0,0;1,0;1,0
212;5c9e47479fdb0542a245a93f;1,0;1,0;1,0;1,0;0,0
213;5ca1cc889fdb0564646d7df0;1,0;0,0;0,0;0,0;0,0
214;5ca2139c9fdb0564646d87a9;0,0;1,0;1,0;0,0;1,0
215;5ca218759fdb0564646d87e8;0,0;1,0;1,0;0,0;0,0
216;5ca46dea9fdb0524203354e0;0,0;1,0;0,0;0,0;0,0
217;5ca4d5259fdb052420335959;0,0;1,0;0,0;1,0;1,0
218;5ca5cffa9fdb0551665bcd5f;0,0;1,0;0,0;0,0;0,0
219;5ca5fcec9fdb0551665bceeb;0,0;0,0;0,0;1,0;1,0
220;5ca743729fdb057bfe9f91d2;0,0;1,0;0,0;0,0;1,0
221;5ca785369fdb057bfe9f95d3;0,0;1,0;1,0;0,0;0,0
222;5ca791d29fdb057bfe9f9737;1,0;0,0;0,0;1,0;0,0
223;5caa31579fdb052f224daaad;0,0;0,0;1,0;1,0;1,0
224;5cab21749fdb054d045b75c5;1,0;0,0;1,0;1,0;1,0
225;5cabaf799fdb054d045b814a;0,0;1,0;1,0;1,0;0,0
226;5cac35a49fdb0575b08758f2;1,0;0,0;0,0;1,0;0,0
227;5cac40599fdb0575b087593b;0,0;1,0;1,0;0,0;1,0
228;5cac64af9fdb0575b0875d6c;1,0;0,0;0,0;0,0;0,0
229;5cac6d6f9fdb0575b0875e06;1,0;0,0;0,0;0,0;0,0
230;5cac8ba89fdb0575b08760ec;0,0;0,0;1,0;1,0;1,0
231;5cac93a19fdb0575b0876273;0,0;1,0;0,0;0,0;1,0
232;5cacb3279fdb0575b0876369;0,0;0,0;0,0;0,0;1,0
233;5cacf2649fdb0575b08765dc;0,0;0,0;0,0;1,0;1,0
234;5cadad359fdb05517db4c583;0,0;1,0;1,0;1,0;0,0
235;5cadda7f9fdb05517db4cbea;1,0;1,0;0,0;0,0;0,0
236;5cadf3cb9fdb05517db4cee2;0,0;1,0;0,0;0,0;1,0
237;5caed9779fdb057608ca5050;0,0;0,0;0,0;0,0;1,0
238;5caee77b9fdb057608ca512a;0,0;0,0;1,0;1,0;1,0
239;5caf72b09fdb057608ca5c4f;1,0;0,0;0,0;1,0;0,0
240;5cb01fbf9fdb051c8e89413f;0,0;1,0;1,0;0,0;1,0
241;5cb0415b9fdb051c8e89423e;1,0;0,0;0,0;0,0;0,0
242;5cb0619d9fdb051c8e894365;0,0;0,0;0,0;1,0;0,0
243;5cb0705d9fdb051c8e894459;0,0;1,0;0,0;1,0;1,0
244;5cb0c5a09fdb051c8e89478b;0,0;1,0;1,0;0,0;1,0
245;5cb18e339fdb053acf8a9a03;1,0;0,0;0,0;1,0;0,0
246;5cb1c38a9fdb053acf8a9c6a;0,0;1,0;0,0;0,0;1,0
247;5cb2d4359fdb055747ea689f;1,0;0,0;1,0;0,0;1,0
248;5cb422be9fdb0501e57bce34;1,0;1,0;1,0;1,0;1,0
249;5cb436a49fdb0501e57bcfd6;0,0;1,0;1,0;0,0;0,0
250;5cb4606a9fdb0501e57bd379;1,0;1,0;0,0;1,0;0,0
251;5cb4efab9fdb0501e57bd82b;0,0;1,0;0,0;0,0;1,0
252;5cb57df69fdb0522bfa5debf;0,0;1,0;1,0;1,0;0,0
253;5cb57f389fdb0522bfa5df0c;1,0;0,0;0,0;1,0;0,0
254;5cb58dba9fdb0522bfa5df2d;1,0;0,0;1,0;1,0;0,0
255;5cb5a4e79fdb0522bfa5e1fb;1,0;0,0;1,0;1,0;1,0
256;5cb618c49fdb0522bfa5e943;1,0;0,0;1,0;0,0;0,0
257;5cb713ce9fdb051539b207b5;0,0;1,0;1,0;0,0;1,0
258;5cb714d69fdb051539b207bd;1,0;0,0;1,0;1,0;1,0
259;5cb738219fdb0547af31d1c8;1,0;1,0;1,0;1,0;1,0
260;5cb770ae9fdb054ad9a2badd;1,0;1,0;0,0;0,0;0,0
261;5cbf001c9fdb0578c60512d4;1,0;0,0;0,0;0,0;0,0
262;5cc013c79fdb054041c87f3f;0,0;0,0;0,0;0,0;1,0
263;5cc054d69fdb054041c88414;1,0;1,0;1,0;1,0;0,0
264;5cc08f259fdb054041c886eb;1,0;0,0;0,0;0,0;0,0
265;5cc0b6cf9fdb054041c88896;1,0;1,0;0,0;1,0;0,0
266;5cc2b9d89fdb0546daeb5c73;0,0;1,0;1,0;1,0;1,0
267;5cc302c89fdb053d443e2fb0;1,0;0,0;0,0;1,0;0,0
268;5cc329769fdb053d443e3064;1,0;0,0;1,0;0,0;0,0
269;5cc577bf9fdb053dce048b5a;1,0;0,0;1,0;1,0;1,0
270;5cc579dc9fdb053dce048b67;1,0;0,0;1,0;0,0;1,0
271;5cc5f6189fdb053dce049561;0,0;0,0;0,0;0,0;1,0
272;5cc6a50a9fdb055ae9f41384;1,0;0,0;0,0;1,0;0,0
273;5cc6ead69fdb055ae9f41933;0,0;0,0;0,0;0,0;1,0
274;5cc6eafd9fdb055ae9f41934;1,0;0,0;1,0;1,0;0,0
275;5cc705999fdb055ae9f41ad8;0,0;1,0;0,0;1,0;1,0
276;5cc766159fdb055ae9f41da2;0,0;1,0;0,0;1,0;0,0
277;5cc7fc589fdb055a1b5104cf;0,0;1,0;1,0;0,0;1,0
278;5cc83bf89fdb055a1b5107d4;0,0;1,0;1,0;1,0;1,0
279;5cc9aade9fdb0560d17f2ec1;1,0;1,0;1,0;0,0;1,0
280;5cc9b7619fdb0560d17f30b0;0,0;0,0;0,0;0,0;0,0
281;5cca8b6f9fdb05750a5ea2e7;1,0;0,0;1,0;0,0;1,0
282;5ccafd749fdb05750a5ead21;0,0;1,0;0,0;0,0;1,0
283;5ccb124f9fdb05750a5eaf34;0,0;1,0;1,0;0,0;1,0
284;5ccc0a4d9fdb055b87c7eecf;0,0;1,0;0,0;0,0;0,0
285;5ccc6c419fdb055b87c7f98b;1,0;1,0;1,0;0,0;0,0
286;5ccdf0199fdb057882261fb0;1,0;0,0;0,0;1,0;0,0
287;5cced2aa9fdb0520eb75cb60;0,0;0,0;0,0;0,0;1,0
288;5ccfd38a9fdb05391c94f49a;0,0;1,0;0,0;0,0;0,0
289;5ccfd3f09fdb05391c94f4a2;0,0;0,0;0,0;0,0;1,0
290;5ccfe4999fdb05391c94f6e3;0,0;1,0;0,0;1,0;0,0
291;5ccfec4a9fdb05391c94f7a8;0,0;1,0;0,0;0,0;1,0
292;5cd01c409fdb05391c94fc7c;1,0;0,0;0,0;1,0;0,0
293;5cd0259b9fdb05391c94fced;1,0;0,0;1,0;0,0;1,0
294;5cd0449f9fdb05391c94ffa5;0,0;0,0;1,0;0,0;0,0
295;5cd04f9b9fdb05391c950124;0,0;1,0;0,0;1,0;1,0
296;5cd0592c9fdb05391c95022f;0,0;0,0;0,0;0,0;0,0
297;5cd13f689fdb0560357ef0f4;0,0;0,0;1,0;0,0;1,0
298;5cd146fc9fdb0560357ef171;1,0;1,0;1,0;0,0;1,0
299;5cd157519fdb0560357ef1be;0,0;1,0;1,0;1,0;1,0
300;5cd311109fdb052522573a3c;0,0;0,0;1,0;1,0;1,0
301;5cd321309fdb052522573ad1;1,0;0,0;0,0;0,0;0,0
302;5cd3e8a99fdb052e09a21e61;0,0;1,0;1,0;1,0;1,0
303;5cd53c8f9fdb057b84458ee0;0,0;0,0;0,0;1,0;1,0
304;5cd5cf249fdb057b844596d0;1,0;0,0;0,0;1,0;1,0
305;5cd6b22f9fdb051c6214e368;1,0;1,0;1,0;1,0;1,0
306;5cd708429fdb051c6214e763;1,0;0,0;1,0;1,0;1,0
307;5cd82f0b9fdb0578e7665622;0,0;1,0;0,0;1,0;0,0
308;5cd9414e9fdb05231c9ff834;0,0;0,0;0,0;0,0;0,0
309;5cd9689e9fdb05590407444c;0,0;1,0;0,0;0,0;1,0
310;5cd976639fdb055904074701;0,0;0,0;0,0;0,0;0,0
311;5cd983659fdb05590407483d;1,0;1,0;1,0;1,0;0,0
312;5cda6b539fdb054efe2ef312;1,0;1,0;1,0;1,0;0,0
313;5cdab6579fdb054efe2effe8;0,0;0,0;0,0;0,0;1,0
314;5cdbbfd29fdb057bd4724f54;1,0;0,0;0,0;1,0;0,0
315;5cdc13579fdb052e16798191;0,0;1,0;0,0;1,0;1,0
316;5cdc375e9fdb052e16798483;0,0;1,0;1,0;1,0;1,0
317;5cdc3bda9fdb052e16798503;0,0;1,0;1,0;0,0;1,0
318;5cdc5ee89fdb052e1679850e;1,0;0,0;0,0;1,0;0,0
319;5cdc82be9fdb052e16798863;1,0;0,0;0,0;0,0;1,0
320;5cdd40c49fdb0525fa6a8f44;0,0;1,0;1,0;0,0;1,0
321;5cdd68369fdb0525fa6a95f3;1,0;0,0;1,0;0,0;0,0
322;5cde484c9fdb05155d2129a0;1,0;1,0;0,0;0,0;0,0
323;5cdea5119fdb054890cc7dae;1,0;0,0;0,0;1,0;1,0
324;5cdeb8bb9fdb054890cc7eef;0,0;0,0;0,0;1,0;1,0
325;5cdebe459fdb054890cc7f9b;0,0;1,0;0,0;0,0;0,0
326;5ce016bf9fdb0537deaebe71;1,0;0,0;0,0;1,0;1,0
327;5ce132959fdb0562d6c37cea;1,0;1,0;1,0;1,0;1,0
328;5ce13a4b9fdb0562d6c37d56;0,0;1,0;1,0;0,0;0,0
329;5ce151af9fdb0562d6c37f64;1,0;0,0;0,0;0,0;0,0
330;5ce189f39fdb0562d6c38226;0,0;1,0;1,0;1,0;0,0
331;5ce257309fdb05790d8acfd5;1,0;0,0;1,0;1,0;1,0
332;5ce257a59fdb05790d8acfdc;0,0;1,0;1,0;1,0;0,0
333;5ce263b89fdb05790d8ad243;0,0;1,0;1,0;1,0;1,0
334;5ce29b4c9fdb05790d8ad838;0,0;0,0;1,0;1,0;0,0
335;5ce2d4509fdb05790d8adba4;1,0;1,0;1,0;1,0;1,0
336;5ce2e5409fdb05790d8addeb;0,0;1,0;1,0;1,0;1,0
337;5ce2e7969fdb05790d8ade40;0,0;1,0;1,0;0,0;0,0
338;5ce2f0609fdb05790d8ae144;0,0;0,0;1,0;1,0;0,0
339;5ce305fb9fdb05790d8ae18f;1,0;1,0;1,0;1,0;1,0
340;5ce39cfa9fdb0522139eb2df;0,0;0,0;1,0;0,0;1,0
341;5ce3c4599fdb0522139eb69b;1,0;1,0;1,0;0,0;0,0
342;5ce3ce909fdb0522139ebd5a;1,0;0,0;1,0;1,0;1,0
343;5ce3fa409fdb0522139ec140;0,0;1,0;1,0;0,0;0,0
344;5ce402a59fdb0522139ec404;1,0;0,0;1,0;0,0;1,0
345;5ce403059fdb0522139ec423;1,0;0,0;0,0;1,0;1,0
346;5ce412c79fdb0522139ec7f4;1,0;0,0;1,0;1,0;0,0
347;5ce435f79fdb0522139ecc19;0,0;1,0;1,0;0,0;0,0
348;5ce43c859fdb0522139ecd20;1,0;0,0;1,0;1,0;0,0
349;5ce5637b9fdb0505100b2428;0,0;1,0;0,0;0,0;1,0
350;5ce5ab589fdb0505100b27be;0,0;0,0;0,0;1,0;0,0
