"";"user_id";"user_created_at";"admin";"created_by";"sign_in_count";"last_sign_in_at";"accept_terms_and_conditions";"accept_data_privacy";"gender";"country";"work_country";"work_district";"job_position";"job_sector";"found_over";"company_size";"job_status_edu_fulltime";"job_status_edu_parttime";"job_status_employed_fulltime";"job_status_employed_parttime";"job_status_selfemployed";"job_status_houskeeping";"job_status_unemployed";"job_status_retired";"educational_achievement";"consultant";"registration_age";"registration_ageKat";"session_id";"session_created_at";"version";"quest_id";"reasons";"emotions";"strengths";"utilization";"completed";"completed_at";"reason_of_attendence";"story";"categories";"favirte_image";"emotion_recognition_enabled"
"11";"5583ea607a68616fe901140b";2014-02-04;"false";"";7;"2020-04-13 11:23:05 UTC";"";"";"m";"CH";"CH";"BE";"Fachspezialist/-in";"Gesundheits- und Sozialwesen";"Sonstiges";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";54;"50-59";"5e90807f9fdb0509273c17fe";"2020-04-10 16:19:43 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"12";"5583ea607a68616fe901140b";2014-02-04;"false";"";7;"2020-04-13 11:23:05 UTC";"";"";"m";"CH";"CH";"BE";"Fachspezialist/-in";"Gesundheits- und Sozialwesen";"Sonstiges";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";54;"50-59";"5e9089079fdb0509273c1831";"2020-04-10 16:56:07 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"13";"5583ea607a68616fe901140b";2014-02-04;"false";"";7;"2020-04-13 11:23:05 UTC";"";"";"m";"CH";"CH";"BE";"Fachspezialist/-in";"Gesundheits- und Sozialwesen";"Sonstiges";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";54;"50-59";"5e944b999fdb0511c44c820a";"2020-04-13 13:23:05 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"14";"5583ea607a68616fe901140b";2014-02-04;"false";"";7;"2020-04-13 11:23:05 UTC";"";"";"m";"CH";"CH";"BE";"Fachspezialist/-in";"Gesundheits- und Sozialwesen";"Sonstiges";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";54;"50-59";"5e9083e09fdb0509273c182d";"2020-04-10 16:34:08 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"15";"55c381f79f168a42f6000035";2015-08-06;"false";"";8;"2020-04-24 08:50:04 UTC";"";"";"f";"CH";"";"";NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom";"";44;"40-49";"5ea2a7ab9fdb0502538324e5";"2020-04-24 10:47:39 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"16";"55e8118c9f168a3bb4000000";2015-09-03;"false";"";3;"2020-03-31 08:04:16 UTC";"";"";"f";"CH";"CH";"BL";"Fachspezialist/-in";"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";"Über meine Beratungsperson: Öffentliche Berufs-, Studien- und Laufbahnberatung";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom";"";46;"40-49";"5e82f9809fdb05401d029d2d";"2020-03-31 10:04:16 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"17";"5640e7aa9f168a7a4100008a";2015-11-09;"false";"";26;"2020-03-22 21:53:12 UTC";"";"";"f";"CH";"CH";"AR";NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom";"";32;"30-39";"5e74fcd29fdb0501e887fa48";"2020-03-20 18:26:42 +0100";0;"";"";"";"";"";"false";"";"";"";"";"";""
"18";"5640e7aa9f168a7a4100008a";2015-11-09;"false";"";26;"2020-03-22 21:53:12 UTC";"";"";"f";"CH";"CH";"AR";NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom";"";32;"30-39";"5e74fc949fdb0501e887fa47";"2020-03-20 18:25:40 +0100";0;"";"";"";"";"";"false";"";"";"";"";"";""
"19";"5640e7aa9f168a7a4100008a";2015-11-09;"false";"";26;"2020-03-22 21:53:12 UTC";"";"";"f";"CH";"CH";"AR";NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom";"";32;"30-39";"5e74fd3c9fdb0501e887fa49";"2020-03-20 18:28:28 +0100";0;"";"";"";"";"";"false";"";"";"";"";"";""
"20";"5640e7aa9f168a7a4100008a";2015-11-09;"false";"";26;"2020-03-22 21:53:12 UTC";"";"";"f";"CH";"CH";"AR";NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom";"";32;"30-39";"5e77de0c9fdb05552068ab2d";"2020-03-22 22:52:12 +0100";0;"";"";"";"";"";"false";"";"";"";"";"";""
"21";"568f70529f168a1ed2000121";2016-01-08;"false";"";169;"2020-04-29 06:40:32 UTC";"";"";"f";"CH";"CH";"ZH";"Fachspezialist/-in";"Erbringung von sonstigen Dienstleistungen";"Über mein Bachelorstudium Psychologie";250;0;1;0;1;0;0;0;0;"Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom";"true";53;"50-59";"5e9839bb9fdb053ac113e467";"2020-04-16 12:55:55 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"22";"568f70529f168a1ed2000121";2016-01-08;"false";"";169;"2020-04-29 06:40:32 UTC";"";"";"f";"CH";"CH";"ZH";"Fachspezialist/-in";"Erbringung von sonstigen Dienstleistungen";"Über mein Bachelorstudium Psychologie";250;0;1;0;1;0;0;0;0;"Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom";"true";53;"50-59";"5e79db7f9fdb0579c2a4581d";"2020-03-24 11:05:51 +0100";0;"";"";"";"";"";"false";"";"";"";"";"";""
"23";"568f70529f168a1ed2000121";2016-01-08;"false";"";169;"2020-04-29 06:40:32 UTC";"";"";"f";"CH";"CH";"ZH";"Fachspezialist/-in";"Erbringung von sonstigen Dienstleistungen";"Über mein Bachelorstudium Psychologie";250;0;1;0;1;0;0;0;0;"Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom";"true";53;"50-59";"5e73bafc9fdb053b453adf12";"2020-03-19 19:33:32 +0100";0;"";"";"";"";"";"false";"";"";"";"";"";""
"24";"568f70529f168a1ed2000121";2016-01-08;"false";"";169;"2020-04-29 06:40:32 UTC";"";"";"f";"CH";"CH";"ZH";"Fachspezialist/-in";"Erbringung von sonstigen Dienstleistungen";"Über mein Bachelorstudium Psychologie";250;0;1;0;1;0;0;0;0;"Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom";"true";53;"50-59";"5e956d3e9fdb055fbc74d35a";"2020-04-14 09:58:54 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"25";"57ed120b05b8c528afcb7987";2016-09-29;"false";"";7;"2020-04-17 14:08:16 UTC";"";"";"f";"CH";"";"";NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom";"";25;"20-29";"5e99b8509fdb0523cb240b32";"2020-04-17 16:08:16 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"26";"57ed120b05b8c528afcb7987";2016-09-29;"false";"";7;"2020-04-17 14:08:16 UTC";"";"";"f";"CH";"";"";NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom";"";25;"20-29";"5e8c43e29fdb057de9f705d7";"2020-04-07 11:12:02 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"27";"57ed120b05b8c528afcb7987";2016-09-29;"false";"";7;"2020-04-17 14:08:16 UTC";"";"";"f";"CH";"";"";NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom";"";25;"20-29";"5e99b4a69fdb0523cb240b30";"2020-04-17 15:52:38 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"28";"58217f8d05b8c57d0d77fb3d";2016-11-08;"false";"";4;"2020-03-16 08:40:39 UTC";"";"";"f";"CH";"CH";"BE";"Sachbearbeiter/-in";"Gesundheits- und Sozialwesen";"Empfehlung";249;0;0;1;0;0;0;0;0;"Berufs- oder Fachmaturität";"";23;"20-29";"5e6ea6b69fdb0576ad67f800";"2020-03-15 23:05:42 +0100";0;"";"";"";"";"";"false";"";"";"";"";"";""
"29";"5877815f05b8c547e8c7fa80";2017-01-12;"false";"";15;"2020-04-15 08:43:50 UTC";"";"";"f";"CH";"CH";"ZH";"Fachspezialist/-in";"Erziehung und Unterricht";"Empfehlung";250;0;0;0;1;0;0;0;0;"Doktorat, Habilitation";"";57;"50-59";"5e96c98c9fdb054319dccc02";"2020-04-15 10:45:00 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"30";"5886338005b8c52bbefcbdf0";2017-01-23;"false";"5583e54f7a68616fe9000393";52;"2020-04-27 06:06:57 UTC";"";"";"m";"CH";"CH";"ZH";"Fachspezialist/-in";"Erziehung und Unterricht";"Über meine Weiterbildung: MAS Berufs-, Studien- und Laufbahnberatung";1;0;0;0;0;1;0;0;0;"Bachelor";"true";42;"40-49";"5ea1378c9fdb054e3108df6b";"2020-04-23 08:37:00 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"31";"58a159c305b8c534c2dd096a";2017-02-13;"false";"";30;"2020-04-16 13:56:29 UTC";"";"";"f";"CH";"";"";NA;"";"Sonstiges";NA;0;0;1;0;0;0;0;0;"Höhere Fachschule lusive Nachdiplome";"true";42;"40-49";"5e9473929fdb0548d3967a8a";"2020-04-13 16:13:38 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"32";"592bd70005b8c57a734d6d82";2017-05-29;"false";"";20;"2020-03-26 17:23:44 UTC";"";"";"f";"CH";"";"";NA;"";"Über meine Weiterbildung: MAS Berufs-, Studien- und Laufbahnberatung";NA;0;0;0;1;0;0;0;0;NA;"";33;"30-39";"5e7ce2a39fdb0538c455717a";"2020-03-26 18:24:31 +0100";0;"";"Wärme, Ruhe, Mystik, Wandern, feine Gerüche";"Beruhigung, Dankbarkeit, Sehnsucht";"Die Farben, die Weite, die Natur, die Ruhe, das Grüne/das Leben";"Ich bin mir bewusst, dass mir die Natur Kraft gibt und ich in die Natur raus muss... spazieren, wandern. Mir Zeit nehmen muss, die Natur in mich aufzunehmen. ";"true";"2020-03-26T18:26:42+01:00";"serious";"Ich bin in den Ferien mit meinem Freund. Wir machen eine Wanderung, sind alleine unterwegs. Selten kreuzt jemand unseren Weg. Die Farben sind herbstlich, die Natur riecht nach Kräutern und trockenem Holz. Manchmal weht ein feines Windzug. Meine Beine fühlen sich fit an. Ich mache Schritt für Schritt, nehme mir Zeit, die Natur zu betrachten, die Geräusche zu hören. Plötzlich kommen wir unerwartet an eine Stelle, wo sich uns ein wunderbarer Blick auf das Wasser und die darin enthaltenen Felsformationen freigibt. Ein befreiendes Gefühl. Wir machen Halt, um die Aussicht zu geniessen, packen unsere frisch gestrichenen Sandwiches und Chips und Cherrytomaten aus... wir öffnen eine kleine Flasche Rotwein, stossen an und sind dankbar für das, was uns Mutter Natur geschenkt hat.";"Natur, Tiere, Lebensfreude, Genuss";"./landschaft-mv-03_14_Mitternachtssonne_Ausblick.jpg";"false"
"33";"59dfa60405b8c5489056ea08";2017-10-12;"false";"";3;"2020-04-21 12:09:43 UTC";"";"";"m";"CH";"CH";"";NA;"";"Über mein Bachelorstudium Psychologie";NA;1;0;0;0;0;0;0;0;"Höhere Fachschule lusive Nachdiplome";"";43;"40-49";"5e8221ec9fdb0511992d0ea2";"2020-03-30 18:44:28 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"34";"59dfa60405b8c5489056ea08";2017-10-12;"false";"";3;"2020-04-21 12:09:43 UTC";"";"";"m";"CH";"CH";"";NA;"";"Über mein Bachelorstudium Psychologie";NA;1;0;0;0;0;0;0;0;"Höhere Fachschule lusive Nachdiplome";"";43;"40-49";"5e8375a69fdb05401d02a5fa";"2020-03-31 18:53:58 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"35";"5a94199b05b8c527e79ebe3a";2018-02-26;"false";"";11;"2020-03-19 07:58:01 UTC";"";"";"f";"CH";"";"";NA;"";"Über mein Bachelorstudium Psychologie";NA;0;1;0;1;0;0;0;0;"Höhere Fachschule lusive Nachdiplome";"";27;"20-29";"5e7326279fdb057923f7af5c";"2020-03-19 08:58:31 +0100";0;"";"";"";"";"";"false";"";"";"";"";"";""
"36";"5a99731805b8c53a121dff5d";2018-03-02;"false";"";2;"2020-04-20 15:51:18 UTC";"";"";"f";"CH";"CH";"BE";NA;"Erbringung von sonstigen wirtschaftlichen Dienstleistungen";"Über mein Bachelorstudium Psychologie";250;0;1;0;1;0;0;0;0;"Berufs- oder Fachmaturität";"";24;"20-29";"5e9dc79b9fdb055a4de30a78";"2020-04-20 18:14:46 +0200";0;"";"Ruhe, Entspannung, Friede, geniessen, hübsch";"Freiheit, Zufriedenheit, Gelassenheit, Achtsamkeit, Glück";"Ruhe, Überlegt, energiegeladen, kraftvoll, sprützig, frisch";"Ruhe und Gelassenheit in der momentanen Situation, positives Mindset, dankbar für alles Gute, Disziplin";"true";"2020-04-20T18:18:48+02:00";"serious";"This is me. Endlich kann ich tatsächlich runterfahren und mich entspannen. Vor Covid 19 war mein Leben total vollgepackt. Durch meinen 60% Job und mein Studium, bin ich schon so ziemlich ausgelastet. Daneben ist es mir aber wichtig, viel Zeit für Leute und Freunde um mich herum zu haben. Tatsächlich einen Abend für mich habe ich selten. Meistens eile ich nach der Arbeit zurück nach Thun, um mich mit jemandem zu treffen. Nicht dass ich dies nicht liebend gerne mache, nur fehlt oft die Zeit für mich. Zeit, zu entspannen, ein gutes Buch zu lesen ect. Aber jetzt wo die Zeit ein wenig still steht und ich von zu Hause arbeiten kann, das Lernen digital ist und man sowieso niemanden treffen sollte, da komme ich zur Ruhe. Hier liege ich also, lasse meinen Gedanken freien lauf. Dankbarkeit breitet sich in mir aus. Dankbarkeit dafür, dass ich gesund bin, dass ich hier leben darf und ein Dach über dem Kopf habe. Ich bin dankbar für so viele gute Freunde in meinem Leben, insbesondere für meinen Freund und die Familien. Ich bin zufrieden, weil ich viel Zeit für Sport habe, fürs Lesen und fürs Sonnentanken - viel Zeit in der Natur und Neues zu erleben (zelten auf der Birne). Mir ist auch bewusst, dass Covid irgendwann vorbei sein wird, und nehme mir fest vor, solche Zeiten für mich weiterhin zu pflegen.";"Natur, gluschtig / schön, Begegnungen, Entspannen / geniessen, Freiheit/ neues Erleben/  Sport, Beeindruckt ";"./relax-pixabay-03_im_gras.jpg";"false"
"37";"5a99735f05b8c53a121dff5e";2018-03-02;"false";"";4;"2020-04-22 07:32:58 UTC";"";"";"f";"CH";"CH";"BE";"Sachbearbeiter/-in";"Erbringung von sonstigen wirtschaftlichen Dienstleistungen";"Über mein Bachelorstudium Psychologie";49;0;1;0;1;0;0;0;0;"Berufs- oder Fachmaturität";"";26;"20-29";"5ea2808c9fdb050253832341";"2020-04-24 08:00:44 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"38";"5a99735f05b8c53a121dff5e";2018-03-02;"false";"";4;"2020-04-22 07:32:58 UTC";"";"";"f";"CH";"CH";"BE";"Sachbearbeiter/-in";"Erbringung von sonstigen wirtschaftlichen Dienstleistungen";"Über mein Bachelorstudium Psychologie";49;0;1;0;1;0;0;0;0;"Berufs- oder Fachmaturität";"";26;"20-29";"5ea153929fdb054e3108e143";"2020-04-23 10:37:19 +0200";0;"";"Kraft, Stolz, Mut, Wachsamkeit, Liebe, Widerstandsfähigkeit, Familiensinn, Zugehörigkeit";"Es löst in mir viel Zuneigung aus, Zufriedenheit und das Gefühl, alles meistern zu können. ";"Der Löwe gilt für mich als das Tier, das alles schafft. Widerstansfähigkeit, Kraft wieder aufzustehen, Zufriedenheit, geniessen, Zusammenhalt, sich ausdrücken können, Führung, Liebe für andere, stolz auf sich sein";"Egals was passiert, es geht weiter, das beste aus dem Moment machen, auf sich hören, sich Zeit für sich und seine Mitmenschen nehmen, im Jetzt leben";"true";"2020-04-23T10:41:04+02:00";"serious";"Der König der Savanne beobachtet, was um ihn herum geschiet. Er ist wachsam und hat alles im Blick. Er sieht seine Beute, was sein Ziel ist, um heute nicht Hunger zu haben, er sieht aber auch seine Familie, die ihn mit Stolz und Liebe erfüllt. 
Er blickt auf Jahre zurück, die nicht immer einfach waren, auf und ab, Hunger, Tod, Machtkäpfe, aber auch immer wieder viel Freude, Liebe und seine Familie, die ihm Kraft gibt. Er sieht eine Zukunft, auf die er sich freut, denn er scheint einen Ort gefunden zu haben, der seiner Familie und ihm Stabilität verspricht. Wo sich alle entfalten können und wo es ihnen gut geht. Er weiss, es kann immer etwas passieren, er hat nicht alles im Griff, es gibt Dinge, die er nicht beeinflussen kann. Aber er hat gelernt, dass es immer ein Morgen gibt, dass es Gefährte gibt, auf die er zählen kann. Eines Tages möchte er einem seiner Söhne sein Platz weitergeben, denn er möchte seinen Sprösslingen beibringen, dass man nicht immer Gewalt anwenden muss, um zu überleben. Er wird ihnen aber auch beibringen, sich zu wehren und nicht alles auf sich sitzen zu lassen. Er ist ein stolzer, aber gerechter Führer, der seine Lektionen gelernt hat und immer noch lernt. Auch das möchte er weitergeben. 
Heute geht er auf die Jagd mit seinem Rudel. Es ist klassisch, dass die Löwinnen diese Arbeit erledigen, aber er will und muss das auch können, das ist wichtig und diese Lektionen haben seine Familie gelernt und darum schätzen sie ihn auch sehr. Er freut sich darauf, dass die Jagd erfolgreich sein wird, alle volle Bäuche haben und dann gemütlich zusammen den Sonnenuntergang in der Savanne geniessen können. ";"";"./tiere-pixabay-6_loewe.jpg";"true"
"39";"5a99736905b8c53a121dff5f";2018-03-02;"false";"";4;"2020-03-25 10:55:33 UTC";"";"";"f";"CH";"CH";"TG";"Fachspezialist/-in";"Gesundheits- und Sozialwesen";"Über mein Bachelorstudium Psychologie";250;0;1;0;1;0;0;0;0;"Höhere Fachschule lusive Nachdiplome";"";26;"20-29";"5e7b38b49fdb053b5ff9fac7";"2020-03-25 11:57:19 +0100";0;"";"Ferien, Auszeit";"Zufriedenheit, wohlbefinden, glück";"Sonne, das Wasser und die Ruhe";"Mit viel Gelassenheit ans Ziel kommen, regelmässig sich Ruhezeiten gönnen und regelmässig an die frische Luft zu gehen.";"true";"2020-03-25T12:01:16+01:00";"serious";"Ein Mann und eine Frau sitzen gerade am Strand. Sie geniessen den Sonnenuntergang. Es ist ihr erster Abend in den Ferien. Sie haben endlich einen einsamen Strand für sich gefunden. Zuvor waren sie beim Abendessen. Beide haben sehr viel gegessen, so dass sie unbedingt noch einen Abendspaziergang machen wollten. Sie waren beide sehr müde vom langen Flug aber zufrieden endlich hier zu sein. Als nächstes warten sie bis die Sonne ganz am Horizont verschwindet. Dann machen sie sich wieder auf den Weg zurück ins Hotel. Im Hotel möchte die Frau noch duschen, da sie viel Sand in den Schuhen hat. Danach werden sie schnellst möglich schlafen um am nächsten Tag die Insel erkunden zu können mit voller Energie.";"essen, natur, sport, harmonie, Zufriedenheit, tier";"./landschaft-mv-06_8_Sonnenuntergang_am_Strand.jpg";"true"
"40";"5a9a63f405b8c55f27ced10b";2018-03-03;"false";"";7;"2020-04-23 11:29:00 UTC";"";"";"f";"CH";"CH";"ZH";"Sachbearbeiter/-in";"Erbringung von Finanz- und Versicherungsdienstleistungen";"Über mein Bachelorstudium Psychologie";249;0;1;0;1;0;0;0;0;"Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik";"";30;"30-39";"5ea17e239fdb054e3108e971";"2020-04-23 13:38:33 +0200";0;"";"Ferien, Reisen, Natur, Freude, Entspannung, sorglos";"sorglos, entspannt, vorfreude";"Natur, alles kommt gut, Zeit haben, Schönheit der Natur, Frieden";"Entspannung, positiver Mindset";"true";"2020-04-23T13:41:51+02:00";"serious";"Lang geplante Ferien werden endlich real. Mit Vorfreude habe ich diese Ferien geplant und bin nun fast in der Hälfte angelangt. Nach einer langen Wanderung an der Küste angelangt. Jetzt zwei Tage dort bleiben und dann weiter in die Stadt um die Kultur zu entdecken.";"Pflanzen, Tiere Natur, Haustiere, Freizeit Reisen, Entspannung, Freunde";"./landschaft-mv-03_14_Mitternachtssonne_Ausblick.jpg";"false"
