;neurotizismusCategory;extraversionCategory;offenheitCategory;vertraeglichkeitCategory;gewissenhaftigkeitCategory
job_sector_Erbringung von sonstigen Dienstleistungen;0,036030652700176635;0,04468712596821377;0,09026210231648432;-0,011361430148028118;0,03941833819030222
job_sector_Erbringung von sonstigen wirtschaftlichen Dienstleistungen;0,023713590112105942;-0,03665688366502277;-0,03489829120557827;-0,054978697503765855;-0,0646195064607771
job_sector_Erziehung und Unterricht;0,03417464820958059;-0,054649855422763745;0,0419420550963009;0,011631218884092189;-0,058319390079448044
job_sector_Gastgewerbe/Beherbergung und Gastronomie;-0,09375642187536945;0,10411471204381025;0,017342940772890305;0,02186775106065881;0,043011323664000276
job_sector_Gesundheits- und Sozialwesen;0,03653204457972691;-0,1060384439709271;-0,020793472100886848;0,003789552814258731;-0,09793017854381533
"job_sector_Handel; Instandhaltung und Reparatur von Kraftfahrzeugen";-0,03276909634854821;0,040433918620386526;0,04154113484866838;0,04488744257589965;0,03877980376773409
job_sector_Information und Kommunikation;0,059286567309246925;-0,0724094371929621;0,07952826901206618;0,12129701922365888;-0,043545590413814755
job_sector_Kunst, Unterhaltung und Erholung;-0,052797212926451474;0,09354701679979233;0,03333150172383507;-0,02405322757163354;0,029751956413388847
job_sector_Verarbeitendes Gewerbe/Herstellung von Waren;0,04481644814110741;-0,07061008436172553;-0,006467698716547721;-0,020522246521190037;0,008670573452830451
job_sector_Verkehr und Lagerei;-0,013176877173900833;0,07500064212820201;0,0031894367896416593;0,00866432389581014;0,04772250425469527
"job_sector_Öffentliche Verwaltung, Verteidigung; Sozialversicherung";0,07165349668973216;-0,06210108884863696;0,027503443646730172;-0,0773079715562214;0,033367251710942444
company_size_1.0;0,02379892558590533;-0,05501908025721199;0,0147922320784371;0,020789541348796813;-0,03540312599963596
company_size_249.0;0,05769714345050722;-0,06198351062943529;0,025634002896632084;-0,032276353318033614;0,03822638027702372
company_size_250.0;-0,11535303776683051;0,0631566195396788;-0,0757615893566915;0,009542934822769392;0,03910619918901559
company_size_49.0;0,005002595919936626;0,009416952134120048;-0,012607437215345576;-0,02683215869099729;-0,022384065136694258
company_size_9.0;0,10003505898121702;0,0021644623138674683;0,10325976829731798;0,04648507267780494;-0,06762995405259789
educational_achievement_2- bis 3-jährige Diplommittelschule, Verkehrsschule, Fachmittelschule FMS;-0,04550366397700848;-0,04788977448769413;-0,047447315450325545;0,050399174266693;0,04788977448769443
educational_achievement_Bachelor;0,027109643635897046;0,04198556108925274;-0,0072213851912796435;-0,013393542686239521;-0,00934134552196243
educational_achievement_Berufliche Grundbildung;-0,0483249360897664;0,022583293058820383;-0,09180594293429856;-0,040908139150550325;-0,048854276347218686
educational_achievement_Berufs- oder Fachmaturität;0,10685891864052185;-0,008670573452830396;0,014181028297023649;0,06214212965294941;-0,05326893745606428
educational_achievement_Doktorat, Habilitation;0,03686592509840357;-0,05107721354975903;0,08151367671015962;-0,04431702655340142;0,024900900779311765
educational_achievement_Gymnasiale Maturität, Lehrkräfte-Seminar;0,04242910798857985;-0,03342428241547151;0,07100433127834592;0,0060683908641316455;0,033424282415471525
educational_achievement_Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik;-0,08612744982699232;0,027997645362600302;-0,09225784591488341;0,00730940758285483;0,0715238816582716
educational_achievement_Höhere Fachschule lusive Nachdiplome;0,07329070330159376;0,0017636551376380065;-0,01537711079553652;0,030689558381132336;-0,04074495587209378
educational_achievement_Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom;-0,03729544203031641;-0,047761324417318396;0,10364695626954713;-0,004157099363984686;0,01654019576636159
educational_achievement_obligatorische Schule;0,03281879014334646;0,02849071939350738;0,029270890792774895;0,031628780349707446;-0,028490719393508012
